"IDLink","day1","day2"
1.0,-0.08333333333333333,0.8055555555555556
2.0,-0.08333333333333333,0.0
3.0,7.472222222222222,22.930555555555557
4.0,-0.5416666666666666,0.6388888888888888
5.0,-0.625,0.0
6.0,25.51388888888889,47.44444444444444
7.0,-0.041666666666666664,0.0
8.0,-0.3333333333333333,0.0
9.0,0.0,1.0
10.0,0.3333333333333333,2.0
11.0,-0.375,0.0
12.0,0.6527777777777778,2.888888888888889
13.0,0.0,1.0
14.0,-0.125,0.0
15.0,-1.0,1.9166666666666667
16.0,-1.0,2.888888888888889
17.0,-0.3333333333333333,0.0
18.0,0.4166666666666667,1.0
19.0,0.5833333333333334,2.236111111111111
20.0,1.625,2.0
21.0,-0.3333333333333333,0.0
22.0,-0.2916666666666667,0.0
24.0,17.63888888888889,20.0
25.0,-1.0,6.777777777777778
26.0,-0.20833333333333334,0.0
27.0,-0.4166666666666667,0.0
28.0,-1.0,-0.027777777777777776
29.0,-0.25,0.0
30.0,-0.7083333333333334,0.0
31.0,-1.0,-1.0
32.0,0.3611111111111111,1.0
33.0,-1.0,-0.027777777777777776
34.0,-0.5,0.0
35.0,10.73611111111111,19.430555555555557
36.0,0.16666666666666666,1.5694444444444444
37.0,8.597222222222221,11.5
38.0,-1.0,6.333333333333333
39.0,-1.0,-0.027777777777777776
40.0,-0.7083333333333334,0.0
41.0,2.986111111111111,5.444444444444445
42.0,-1.0,4.972222222222222
43.0,-0.75,0.0
44.0,-0.6666666666666666,0.0
45.0,-0.041666666666666664,0.0
46.0,-0.7083333333333334,0.0
47.0,-0.4583333333333333,0.0
48.0,-0.08333333333333333,0.0
49.0,-0.16666666666666666,0.0
50.0,-1.0,-1.0
51.0,-1.0,-1.0
52.0,-0.5,0.0
53.0,-0.5416666666666666,0.0
55.0,-0.2916666666666667,0.0
56.0,-0.08333333333333333,1.0
57.0,-1.0,-1.0
58.0,-0.4166666666666667,2.6805555555555554
59.0,-1.0,-1.0
60.0,-0.041666666666666664,0.0
61.0,-1.0,-1.0
62.0,-0.5833333333333334,0.0
63.0,-0.4166666666666667,1.0
64.0,-1.0,6.458333333333333
65.0,-0.25,0.0
66.0,-0.375,0.0
67.0,-0.027777777777777776,0.0
68.0,2.3194444444444446,4.319444444444445
71.0,-0.7083333333333334,0.0
73.0,-0.125,0.0
74.0,-1.0,0.9444444444444444
75.0,-1.0,-0.027777777777777776
76.0,-1.0,-1.0
77.0,2.75,9.916666666666666
79.0,-0.041666666666666664,0.0
81.0,-1.0,0.9444444444444444
82.0,2.75,5.0
83.0,-0.8333333333333334,0.0
84.0,0.2361111111111111,1.0
85.0,-0.5,0.0
87.0,-1.0,3.861111111111111
88.0,-0.5833333333333334,0.0
89.0,-0.5,1.0
90.0,-0.08333333333333333,1.0
91.0,-0.25,2.763888888888889
92.0,-0.16666666666666666,9.430555555555555
98.0,-0.2916666666666667,0.0
99.0,-1.0,-1.0
100.0,-0.8333333333333334,1.0
101.0,3.75,7.763888888888889
102.0,0.8611111111111112,2.0
103.0,6.513888888888889,21.208333333333332
104.0,-0.4166666666666667,0.0
105.0,47.138888888888886,86.0
106.0,0.3333333333333333,1.4583333333333333
107.0,-0.041666666666666664,0.0
108.0,-0.2916666666666667,0.08333333333333333
109.0,6.361111111111111,21.875
110.0,-0.20833333333333334,0.0
111.0,9.222222222222221,12.333333333333334
112.0,0.625,2.763888888888889
113.0,-0.375,0.0
114.0,1.8333333333333333,3.0
115.0,0.8333333333333334,1.0
116.0,-1.0,15.527777777777779
117.0,-0.08333333333333333,0.0
118.0,1.0,2.0
119.0,-1.0,2.888888888888889
120.0,-0.5416666666666666,0.0
121.0,-1.0,-1.0
122.0,-0.08333333333333333,1.625
123.0,-0.25,0.0
124.0,0.4583333333333333,6.0
125.0,-1.0,53.125
126.0,-0.2916666666666667,0.0
127.0,-1.0,-0.027777777777777776
128.0,-0.5,2.0
129.0,-0.3333333333333333,0.0
130.0,0.6527777777777778,1.0
131.0,-1.0,-1.0
132.0,-1.0,-0.027777777777777776
133.0,0.0,0.0
135.0,-1.0,23.291666666666668
138.0,-0.5416666666666666,0.0
139.0,-0.4583333333333333,0.0
140.0,-1.0,-1.0
142.0,-0.25,0.0
144.0,0.4166666666666667,1.0
147.0,-1.0,-0.027777777777777776
148.0,-0.4166666666666667,0.0
149.0,-1.0,-0.027777777777777776
151.0,-0.4166666666666667,0.0
153.0,-0.6666666666666666,1.0
165.0,0.2777777777777778,2.0
171.0,-1.0,-1.0
172.0,-1.0,-1.0
201.0,-1.0,-0.16666666666666666
202.0,-0.875,0.0
203.0,-1.0,-0.6388888888888888
204.0,-0.75,0.0
207.0,-1.0,-0.6666666666666666
208.0,-0.8472222222222222,0.0
209.0,-1.0,-0.4861111111111111
214.0,-0.875,2.138888888888889
225.0,-0.6527777777777778,0.0
227.0,-1.0,-0.7777777777777778
232.0,-1.0,-0.3194444444444444
236.0,-0.9027777777777778,0.0
240.0,-1.0,-0.08333333333333333
241.0,-1.0,0.0
243.0,-0.6944444444444444,0.0
252.0,-1.0,-0.7916666666666666
272.0,-1.0,-0.375
280.0,-0.6527777777777778,0.0
292.0,-1.0,0.5833333333333334
294.0,-1.0,-0.4861111111111111
299.0,-1.0,-0.5138888888888888
300.0,-0.7361111111111112,0.0
301.0,-0.5277777777777778,0.0
302.0,-0.8194444444444444,0.0
306.0,-0.7916666666666666,0.0
307.0,-1.0,-0.7361111111111112
308.0,-0.7638888888888888,0.0
311.0,-1.0,-0.7916666666666666
314.0,-0.4444444444444444,0.0
328.0,-1.0,0.3611111111111111
353.0,-0.5416666666666666,0.0
390.0,-1.0,0.0
396.0,-0.041666666666666664,0.0
398.0,-0.2916666666666667,0.0
399.0,-0.041666666666666664,0.0
400.0,-0.3333333333333333,0.0
403.0,-1.0,-1.0
405.0,-0.375,0.0
406.0,-0.013888888888888888,0.0
407.0,0.0,1.8333333333333333
409.0,1.8472222222222223,4.0
410.0,-0.375,0.0
411.0,0.3888888888888889,4.027777777777778
412.0,-0.25,0.2361111111111111
413.0,-0.027777777777777776,0.0
414.0,-0.08333333333333333,1.0
415.0,-0.375,0.0
417.0,-0.08333333333333333,0.0
418.0,4.958333333333333,10.0
419.0,2.513888888888889,4.0
420.0,-0.5833333333333334,0.0
431.0,-0.027777777777777776,0.0
433.0,-0.875,0.0
434.0,-0.013888888888888888,0.0
435.0,-0.4583333333333333,0.0
436.0,1.5277777777777777,2.0
438.0,0.0,0.0
440.0,1.25,2.0
441.0,0.0,0.0
442.0,-0.041666666666666664,0.0
443.0,-0.5833333333333334,0.0
444.0,-0.4583333333333333,0.0
445.0,1.6527777777777777,3.0
446.0,-0.2916666666666667,0.0
449.0,-1.0,-0.1527777777777778
450.0,-0.75,2.0
451.0,-0.6666666666666666,0.0
452.0,-0.625,0.0
453.0,5.388888888888889,9.0
458.0,0.19444444444444445,1.0
459.0,0.0,0.0
460.0,-0.013888888888888888,0.0
461.0,-0.027777777777777776,0.0
462.0,0.16666666666666666,1.875
463.0,-0.041666666666666664,0.0
464.0,-1.0,13.166666666666666
465.0,0.8333333333333334,1.0
467.0,3.3472222222222223,7.0
471.0,-0.3333333333333333,0.0
472.0,3.4722222222222223,10.23611111111111
474.0,-0.013888888888888888,0.0
475.0,-0.18055555555555555,2.236111111111111
476.0,-1.0,1.0
477.0,0.0,0.0
478.0,-0.3333333333333333,0.0
479.0,-0.041666666666666664,0.0
480.0,0.75,2.0
482.0,-0.08333333333333333,0.0
483.0,0.9305555555555556,4.361111111111111
484.0,-0.3333333333333333,1.0
488.0,-1.0,-1.0
489.0,-0.05555555555555555,0.0
490.0,1.2777777777777777,5.666666666666667
491.0,0.5416666666666666,1.0
492.0,-0.027777777777777776,0.0
493.0,-0.3888888888888889,0.0
495.0,-0.3611111111111111,0.0
496.0,0.0,0.0
497.0,-0.375,0.0
498.0,3.3194444444444446,6.0
499.0,-1.0,1.7777777777777777
500.0,-0.041666666666666664,0.0
501.0,0.0,0.0
502.0,-1.0,-0.2777777777777778
503.0,-0.08333333333333333,0.0
504.0,-0.125,0.0
505.0,0.4166666666666667,2.125
506.0,-0.013888888888888888,0.0
508.0,-0.5416666666666666,0.0
509.0,0.0,0.0
510.0,0.875,2.0
512.0,-0.027777777777777776,0.0
514.0,0.0,0.0
515.0,-0.6666666666666666,0.0
516.0,-0.013888888888888888,0.0
517.0,-0.027777777777777776,0.0
520.0,2.9166666666666665,6.583333333333333
521.0,-1.0,4.5
523.0,0.0,0.0
524.0,-0.3333333333333333,5.916666666666667
526.0,1.4861111111111112,3.0
527.0,-0.041666666666666664,0.0
528.0,-0.013888888888888888,0.0
529.0,-0.013888888888888888,0.0
530.0,0.0,0.0
531.0,0.0,0.0
532.0,1.1666666666666667,2.0
533.0,-0.3333333333333333,0.0
534.0,-0.013888888888888888,0.0
535.0,-0.041666666666666664,0.0
537.0,-0.3472222222222222,0.0
538.0,-0.3472222222222222,0.0
539.0,-0.4027777777777778,4.0
540.0,39.15277777777778,55.0
541.0,0.0,0.0
542.0,-1.0,-1.0
543.0,0.09722222222222222,2.8194444444444446
544.0,-0.16666666666666666,0.0
545.0,0.75,2.5694444444444446
547.0,0.20833333333333334,1.0
548.0,4.291666666666667,9.819444444444445
549.0,-0.08333333333333333,0.0
550.0,-0.027777777777777776,0.0
551.0,1.0416666666666667,2.0
552.0,-0.013888888888888888,0.0
553.0,0.19444444444444445,1.7777777777777777
554.0,0.0,0.0
555.0,0.4861111111111111,2.0
556.0,-1.0,-0.4861111111111111
557.0,-0.125,0.0
558.0,1.125,2.0
559.0,-0.041666666666666664,0.0
560.0,-0.375,1.5833333333333333
561.0,0.7916666666666666,4.652777777777778
562.0,-1.0,-0.4861111111111111
563.0,-1.0,-0.4861111111111111
564.0,-1.0,-0.4861111111111111
565.0,-0.5833333333333334,0.0
567.0,-0.125,0.0
568.0,-0.9166666666666666,0.0
569.0,-0.7916666666666666,0.0
570.0,-0.16666666666666666,0.0
571.0,-0.3333333333333333,0.0
573.0,-0.3611111111111111,0.0
576.0,-0.08333333333333333,0.0
577.0,0.0,0.0
578.0,-0.027777777777777776,0.7361111111111112
579.0,-0.041666666666666664,0.0
580.0,-0.027777777777777776,0.0
581.0,-0.027777777777777776,0.0
582.0,5.847222222222222,10.458333333333334
583.0,0.75,1.0
584.0,-1.0,-0.027777777777777776
585.0,-0.3333333333333333,0.0
586.0,-0.3472222222222222,0.0
587.0,-1.0,-0.7222222222222222
588.0,-0.3333333333333333,0.0
589.0,-0.013888888888888888,0.0
590.0,0.4722222222222222,1.0
591.0,-0.08333333333333333,0.0
592.0,-0.125,0.0
596.0,-0.3333333333333333,0.0
597.0,-0.3333333333333333,0.0
599.0,2.9166666666666665,8.86111111111111
600.0,1.5555555555555556,3.0
601.0,-0.08333333333333333,0.0
602.0,1.4722222222222223,2.0
605.0,-0.013888888888888888,0.0
606.0,-0.08333333333333333,0.0
607.0,-0.9166666666666666,0.0
608.0,6.625,25.444444444444443
609.0,-0.3472222222222222,0.0
610.0,4.805555555555555,23.791666666666668
611.0,-0.3333333333333333,0.0
613.0,-0.3333333333333333,0.0
614.0,-0.3333333333333333,0.0
615.0,0.8194444444444444,1.0
616.0,-0.125,0.0
617.0,0.9027777777777778,1.2222222222222223
618.0,-0.013888888888888888,0.0
619.0,-0.16666666666666666,0.0
620.0,-0.013888888888888888,0.0
621.0,-0.041666666666666664,0.0
622.0,-0.013888888888888888,0.0
623.0,1.8611111111111112,2.0
624.0,-0.013888888888888888,0.0
625.0,0.6527777777777778,1.0
626.0,2.8333333333333335,4.0
627.0,-0.027777777777777776,0.0
628.0,-0.8333333333333334,0.0
629.0,91.72222222222223,106.98611111111111
630.0,2.3333333333333335,3.0
631.0,0.9722222222222222,1.0
632.0,0.0,0.0
633.0,-0.4305555555555556,0.0
635.0,-0.3333333333333333,0.0
636.0,-0.3472222222222222,0.0
637.0,-0.3333333333333333,0.0
638.0,0.0,0.0
639.0,-0.013888888888888888,0.0
640.0,3.9583333333333335,6.0
641.0,6.986111111111111,11.402777777777779
642.0,-0.3333333333333333,0.0
643.0,-0.7083333333333334,0.0
644.0,0.0,0.0
645.0,-0.3333333333333333,0.0
646.0,0.9444444444444444,2.0
647.0,-0.3333333333333333,0.0
648.0,-0.041666666666666664,0.0
649.0,2.736111111111111,3.0
650.0,0.0,0.0
651.0,1.6805555555555556,2.5694444444444446
652.0,0.6805555555555556,1.0
653.0,0.0,0.0
654.0,0.0,0.0
655.0,0.9722222222222222,1.0
656.0,-0.4861111111111111,0.0
657.0,-0.5,0.0
658.0,0.625,1.3888888888888888
659.0,-0.013888888888888888,0.0
660.0,21.125,27.541666666666668
661.0,132.33333333333334,176.55555555555554
662.0,10.027777777777779,21.833333333333332
663.0,-0.013888888888888888,0.0
665.0,1.2361111111111112,2.0
666.0,0.3472222222222222,3.0
667.0,0.0,0.0
668.0,0.0,0.0
669.0,0.0,0.0
670.0,-0.3333333333333333,0.0
671.0,-0.3333333333333333,0.0
672.0,0.5694444444444444,1.0
673.0,1.875,2.0
674.0,0.6388888888888888,1.7916666666666667
675.0,1.1111111111111112,2.0
