"IDLink","day1","day2"
1.0,8.527777777777779,12.25
2.0,16.333333333333332,41.15277777777778
3.0,24.875,92.43055555555556
4.0,1.5833333333333333,5.555555555555555
5.0,7.833333333333333,32.166666666666664
6.0,66.40277777777777,129.66666666666666
7.0,6.944444444444445,12.680555555555555
8.0,-0.3611111111111111,0.0
9.0,4.569444444444445,12.166666666666666
10.0,16.48611111111111,129.08333333333334
11.0,0.7916666666666666,2.0
12.0,1.7361111111111112,10.916666666666666
13.0,8.875,23.125
14.0,-0.1527777777777778,0.0
15.0,-1.0,113.875
16.0,-1.0,7.5
17.0,0.2777777777777778,1.0
18.0,6.625,11.847222222222221
19.0,448.8888888888889,650.9444444444445
20.0,14.666666666666666,18.5
21.0,0.9166666666666666,2.0
22.0,0.4722222222222222,2.0
24.0,82.13888888888889,95.0
25.0,-1.0,28.125
26.0,1.5555555555555556,4.0
27.0,-0.4444444444444444,0.0
28.0,-1.0,1.8333333333333333
29.0,-0.2777777777777778,0.0
30.0,2.361111111111111,12.0
31.0,-1.0,-1.0
32.0,70.95833333333333,133.63888888888889
33.0,-1.0,10.333333333333334
34.0,-0.5277777777777778,0.0
35.0,30.166666666666668,60.18055555555556
36.0,60.125,142.91666666666666
37.0,66.08333333333333,115.27777777777777
38.0,-1.0,17.65277777777778
39.0,-1.0,4.666666666666667
40.0,-0.7361111111111112,0.0
41.0,1.7916666666666667,2.0
42.0,-1.0,61.791666666666664
43.0,3.0,19.583333333333332
44.0,1.3472222222222223,7.0
45.0,-0.06944444444444445,0.0
46.0,2.0972222222222223,11.791666666666666
47.0,2.0833333333333335,5.0
48.0,3.4166666666666665,7.375
49.0,1.875,4.486111111111111
50.0,-1.0,-1.0
51.0,-1.0,-1.0
52.0,-0.05555555555555555,1.0
53.0,-0.5694444444444444,0.0
55.0,-0.3194444444444444,0.0
56.0,-0.5694444444444444,0.0
57.0,-1.0,-1.0
58.0,17.666666666666668,88.75
59.0,-1.0,-1.0
60.0,-0.06944444444444445,0.8888888888888888
61.0,-1.0,-1.0
62.0,1.3333333333333333,5.0
63.0,0.8472222222222222,6.0
64.0,-1.0,151.875
65.0,2.611111111111111,4.0
66.0,-0.4027777777777778,0.0
67.0,2.7777777777777777,3.0
68.0,0.5972222222222222,4.0
71.0,-0.20833333333333334,2.0
73.0,0.5138888888888888,1.0
74.0,-1.0,9.291666666666666
75.0,-1.0,8.444444444444445
76.0,-1.0,-1.0
77.0,16.069444444444443,53.55555555555556
79.0,8.055555555555555,12.0
81.0,-1.0,2.7777777777777777
82.0,1502.4166666666667,3149.625
83.0,-0.8611111111111112,0.0
84.0,6.416666666666667,8.0
85.0,-0.5277777777777778,0.8611111111111112
87.0,-1.0,121.59722222222223
88.0,1.3333333333333333,5.0
89.0,5.583333333333333,40.083333333333336
90.0,1.1527777777777777,7.805555555555555
91.0,20.194444444444443,44.513888888888886
92.0,0.5,26.819444444444443
98.0,0.4722222222222222,2.0
99.0,-1.0,-1.0
100.0,0.05555555555555555,18.0
101.0,84.5,127.875
102.0,23.90277777777778,53.888888888888886
103.0,115.31944444444444,256.25
104.0,6.222222222222222,12.625
105.0,107.36111111111111,272.22222222222223
106.0,101.73611111111111,182.26388888888889
107.0,0.3611111111111111,2.0
108.0,2.611111111111111,6.458333333333333
109.0,26.48611111111111,62.111111111111114
110.0,5.138888888888889,8.0
111.0,4.013888888888889,6.0
112.0,13.25,28.708333333333332
113.0,-0.4027777777777778,0.0
114.0,1.9583333333333333,4.0
115.0,2.013888888888889,3.0
116.0,-1.0,43.861111111111114
117.0,4.666666666666667,7.0
118.0,0.2777777777777778,1.0
119.0,-1.0,49.27777777777778
120.0,0.2916666666666667,2.0
121.0,-1.0,-1.0
122.0,4.597222222222222,12.791666666666666
123.0,3.0833333333333335,6.111111111111111
124.0,0.2638888888888889,6.0
125.0,-1.0,140.61111111111111
