"IDLink","day1","day2"
1.0,0.9305555555555556,2.0
2.0,-0.08333333333333333,0.0
3.0,-0.625,0.0
4.0,3.4166666666666665,10.0
5.0,-0.625,0.0
6.0,34.31944444444444,104.36111111111111
7.0,-0.041666666666666664,0.0
8.0,-0.3333333333333333,0.0
9.0,4.027777777777778,11.11111111111111
10.0,2.3472222222222223,23.166666666666668
11.0,3.138888888888889,9.444444444444445
12.0,2.7777777777777777,27.97222222222222
13.0,2.5,10.98611111111111
14.0,-0.125,0.0
15.0,-1.0,48.77777777777778
16.0,-1.0,5.805555555555555
17.0,-0.3333333333333333,0.0
18.0,1.8472222222222223,4.0
19.0,2.9444444444444446,5.0
20.0,20.444444444444443,38.166666666666664
21.0,-0.3333333333333333,0.0
22.0,-0.2916666666666667,0.0
24.0,41.0,49.0
25.0,-1.0,1.7222222222222223
26.0,0.7361111111111112,2.0
27.0,-0.4166666666666667,0.0
28.0,-1.0,2.888888888888889
29.0,-0.25,0.0
30.0,-0.4166666666666667,1.0
31.0,-1.0,-1.0
32.0,-0.2916666666666667,0.0
33.0,-1.0,3.861111111111111
34.0,0.0,1.0
35.0,29.72222222222222,50.041666666666664
36.0,2.1527777777777777,8.597222222222221
37.0,-0.041666666666666664,0.0
38.0,-1.0,63.861111111111114
39.0,-1.0,3.861111111111111
40.0,2.25,13.597222222222221
41.0,-0.041666666666666664,0.0
42.0,-1.0,47.958333333333336
43.0,-0.75,0.0
44.0,-0.6666666666666666,0.0
45.0,-0.041666666666666664,0.0
46.0,-0.4166666666666667,1.0
47.0,-0.4583333333333333,0.0
48.0,24.90277777777778,43.416666666666664
49.0,18.48611111111111,52.34722222222222
50.0,-1.0,-1.0
51.0,-1.0,-1.0
52.0,-0.5,0.0
53.0,-0.5416666666666666,0.0
55.0,-0.2916666666666667,0.0
56.0,-0.5416666666666666,0.0
57.0,-1.0,-1.0
58.0,-0.7083333333333334,0.8611111111111112
59.0,-1.0,-1.0
60.0,-0.041666666666666664,0.0
61.0,-1.0,-1.0
62.0,-0.5833333333333334,0.0
63.0,-0.7083333333333334,0.0
64.0,-1.0,96.86111111111111
65.0,-0.25,0.0
66.0,-0.375,0.0
67.0,-0.027777777777777776,0.0
68.0,2.513888888888889,23.833333333333332
71.0,-0.7083333333333334,0.0
73.0,-0.125,0.0
74.0,-1.0,26.666666666666668
75.0,-1.0,-0.027777777777777776
76.0,-1.0,-1.0
77.0,12.125,34.0
79.0,0.4583333333333333,1.0
81.0,-1.0,-0.027777777777777776
82.0,-0.375,0.0
83.0,-0.8333333333333334,0.0
84.0,6.152777777777778,30.694444444444443
85.0,1.1111111111111112,8.902777777777779
87.0,-1.0,0.9444444444444444
88.0,5.0,15.0
89.0,-0.25,2.0
90.0,1.6944444444444444,25.930555555555557
91.0,0.5,1.9861111111111112
92.0,4.388888888888889,93.04166666666667
98.0,0.4166666666666667,3.0
99.0,-1.0,-1.0
100.0,-0.9166666666666666,0.0
101.0,9.069444444444445,19.875
102.0,3.625,8.0
103.0,4.680555555555555,9.916666666666666
104.0,-0.4166666666666667,0.0
105.0,77.18055555555556,185.20833333333334
106.0,-0.2916666666666667,0.0
107.0,3.361111111111111,5.0
108.0,10.041666666666666,41.55555555555556
109.0,47.138888888888886,94.72222222222223
110.0,-0.20833333333333334,0.0
111.0,3.0277777777777777,4.0
112.0,183.48611111111111,428.22222222222223
113.0,6.083333333333333,12.0
114.0,4.861111111111111,8.597222222222221
115.0,1.9444444444444444,3.0
116.0,-1.0,53.22222222222222
117.0,7.972222222222222,15.5
118.0,7.486111111111111,14.0
119.0,-1.0,5.888888888888889
120.0,-0.5416666666666666,0.0
121.0,-1.0,-1.0
122.0,-0.08333333333333333,1.0
123.0,1.7638888888888888,5.333333333333333
124.0,-0.375,2.0
125.0,-1.0,338.31944444444446
126.0,-0.2916666666666667,0.0
127.0,-1.0,-0.027777777777777776
128.0,-0.8333333333333334,0.0
129.0,-0.3333333333333333,0.0
130.0,2.6666666666666665,6.013888888888889
131.0,-1.0,-1.0
132.0,-1.0,0.9444444444444444
133.0,2.5555555555555554,6.416666666666667
135.0,-1.0,0.9444444444444444
138.0,-0.5416666666666666,0.0
139.0,-0.4583333333333333,0.0
140.0,-1.0,-1.0
142.0,-0.25,0.0
144.0,-0.16666666666666666,0.0
147.0,-1.0,2.888888888888889
148.0,3.6666666666666665,7.0
149.0,-1.0,-0.027777777777777776
151.0,-0.4166666666666667,0.0
153.0,-0.7916666666666666,0.0
165.0,0.3472222222222222,2.0
171.0,-1.0,-1.0
172.0,-1.0,-1.0
201.0,-1.0,23.23611111111111
202.0,-0.875,0.0
203.0,-1.0,-0.6388888888888888
204.0,-0.75,0.0
207.0,-1.0,-0.6666666666666666
208.0,-0.8472222222222222,0.0
209.0,-1.0,-0.4861111111111111
214.0,4.291666666666667,54.583333333333336
225.0,-0.6527777777777778,0.0
227.0,-1.0,-0.7777777777777778
232.0,-1.0,-0.3194444444444444
236.0,-0.9027777777777778,0.0
240.0,-1.0,-0.08333333333333333
241.0,-1.0,0.0
243.0,-0.6944444444444444,0.0
252.0,-1.0,-0.7916666666666666
272.0,-1.0,-0.375
280.0,-0.6527777777777778,0.0
292.0,-1.0,10.73611111111111
294.0,-1.0,1.0555555555555556
299.0,-1.0,-0.027777777777777776
300.0,0.8472222222222222,8.555555555555555
301.0,-0.5277777777777778,0.0
302.0,-0.8194444444444444,0.0
306.0,-0.7916666666666666,127.94444444444444
307.0,-1.0,-0.7361111111111112
308.0,-0.5277777777777778,1.0
311.0,-1.0,-0.7916666666666666
314.0,-0.4444444444444444,0.0
328.0,-1.0,0.3611111111111111
353.0,3.375,18.569444444444443
390.0,-1.0,0.0
396.0,0.9166666666666666,1.0
398.0,242.31944444444446,419.22222222222223
399.0,-0.041666666666666664,0.0
400.0,-0.3333333333333333,0.0
403.0,-1.0,-1.0
405.0,-0.375,1.8611111111111112
406.0,-0.013888888888888888,0.0
407.0,2.861111111111111,46.43055555555556
409.0,4.763888888888889,7.888888888888889
410.0,-0.375,0.0
411.0,0.6111111111111112,1.5416666666666667
412.0,0.041666666666666664,2.0
413.0,-0.027777777777777776,0.0
414.0,-0.20833333333333334,6.305555555555555
415.0,-0.375,0.0
417.0,-0.08333333333333333,0.0
418.0,1.1666666666666667,3.0
419.0,15.625,21.0
420.0,-0.5833333333333334,0.0
431.0,-0.027777777777777776,0.0
433.0,-0.875,0.0
434.0,-0.013888888888888888,0.0
435.0,-0.4583333333333333,0.0
436.0,0.0,0.0
438.0,0.5416666666666666,9.333333333333334
440.0,-0.25,0.0
441.0,0.0,0.0
442.0,-0.041666666666666664,0.0
443.0,-0.5833333333333334,0.0
444.0,21.61111111111111,41.5
445.0,10.402777777777779,24.875
446.0,2.1944444444444446,4.0
449.0,-1.0,13.347222222222221
450.0,-0.9166666666666666,0.0
451.0,-0.6666666666666666,0.0
452.0,0.5,3.0
453.0,0.6388888888888888,2.0
458.0,0.625,11.666666666666666
459.0,0.0,0.0
460.0,-0.013888888888888888,0.0
461.0,-0.027777777777777776,0.0
462.0,0.19444444444444445,16.15277777777778
463.0,-0.041666666666666664,0.0
464.0,-1.0,-0.16666666666666666
465.0,0.8333333333333334,1.0
467.0,34.666666666666664,115.73611111111111
471.0,1.9722222222222223,8.0
472.0,24.63888888888889,82.05555555555556
474.0,-0.013888888888888888,0.0
475.0,-0.5833333333333334,0.9027777777777778
476.0,-1.0,2.4722222222222223
477.0,0.0,0.0
478.0,-0.3333333333333333,0.0
479.0,-0.041666666666666664,0.0
480.0,-0.4166666666666667,0.0
482.0,0.8333333333333334,1.0
483.0,7.388888888888889,13.01388888888889
484.0,1.0,5.0
488.0,-1.0,-1.0
489.0,-0.05555555555555555,0.0
490.0,1.8611111111111112,8.791666666666666
491.0,-0.027777777777777776,0.0
492.0,-0.027777777777777776,0.0
493.0,-0.3888888888888889,0.0
495.0,32.236111111111114,99.45833333333333
496.0,0.0,0.0
497.0,-0.375,0.0
498.0,-0.3472222222222222,0.0
499.0,-1.0,31.25
500.0,-0.041666666666666664,0.0
501.0,0.0,0.0
502.0,-1.0,-0.2777777777777778
503.0,-0.08333333333333333,0.0
504.0,-0.125,0.0
505.0,11.972222222222221,35.111111111111114
506.0,-0.013888888888888888,0.0
508.0,-0.5416666666666666,0.0
509.0,0.0,0.0
510.0,-0.375,0.0
512.0,-0.027777777777777776,0.0
514.0,0.0,0.0
515.0,-0.6666666666666666,0.0
516.0,-0.013888888888888888,0.0
517.0,-0.027777777777777776,0.0
520.0,15.777777777777779,22.180555555555557
521.0,-1.0,-0.3888888888888889
523.0,0.0,0.0
524.0,-0.3333333333333333,0.0
526.0,6.180555555555555,10.583333333333334
527.0,0.9166666666666666,1.0
528.0,0.9722222222222222,1.0
529.0,-0.013888888888888888,0.0
530.0,0.0,0.0
531.0,0.0,0.0
532.0,-0.013888888888888888,0.0
533.0,-0.3333333333333333,0.0
534.0,-0.013888888888888888,0.0
535.0,7.194444444444445,17.75
537.0,-0.3472222222222222,0.0
538.0,-0.3472222222222222,0.0
539.0,8.972222222222221,89.80555555555556
540.0,43.40277777777778,72.73611111111111
541.0,0.0,0.0
542.0,-1.0,-1.0
543.0,-0.3611111111111111,0.0
544.0,0.6666666666666666,12.680555555555555
545.0,253.45833333333334,398.1666666666667
547.0,234.58333333333334,580.875
548.0,4.875,11.0
549.0,-0.08333333333333333,0.0
550.0,-0.027777777777777776,0.0
551.0,4.097222222222222,10.875
552.0,-0.013888888888888888,0.0
553.0,-0.041666666666666664,0.0
554.0,0.0,0.0
555.0,-0.013888888888888888,0.0
556.0,-1.0,-0.4861111111111111
557.0,-0.125,0.0
558.0,9.916666666666666,17.916666666666668
559.0,6.013888888888889,8.88888888888889
560.0,-0.1527777777777778,3.0
561.0,34.958333333333336,145.19444444444446
562.0,-1.0,2.0833333333333335
563.0,-1.0,-0.4861111111111111
564.0,-1.0,-0.4861111111111111
565.0,-0.5833333333333334,0.0
567.0,3.388888888888889,5.0
568.0,-0.75,10.11111111111111
569.0,-0.7916666666666666,0.0
570.0,-0.16666666666666666,0.0
571.0,-0.3333333333333333,0.0
573.0,-0.3611111111111111,0.0
576.0,-0.08333333333333333,0.0
577.0,4.347222222222222,7.0
578.0,3.3055555555555554,4.722222222222222
579.0,-0.041666666666666664,0.0
580.0,-0.027777777777777776,0.0
581.0,4.277777777777778,6.0
582.0,7.430555555555555,18.63888888888889
583.0,-0.125,0.0
584.0,-1.0,-0.5138888888888888
585.0,-0.3333333333333333,0.0
586.0,-0.3472222222222222,0.0
587.0,-1.0,-0.7222222222222222
588.0,-0.3333333333333333,0.0
589.0,6.583333333333333,7.0
590.0,3.75,16.11111111111111
591.0,-0.08333333333333333,0.0
592.0,-0.125,0.0
596.0,1.4583333333333333,3.0
597.0,-0.3333333333333333,0.0
599.0,-0.3333333333333333,0.0
600.0,-0.041666666666666664,0.0
601.0,-0.08333333333333333,0.0
602.0,-0.08333333333333333,0.0
605.0,0.7222222222222222,1.0
606.0,2.3333333333333335,3.0
607.0,-0.8333333333333334,7.541666666666667
608.0,233.27777777777777,659.7222222222222
609.0,-0.3472222222222222,0.0
610.0,0.9027777777777778,9.63888888888889
611.0,-0.3333333333333333,0.0
613.0,8.902777777777779,52.25
614.0,4.416666666666667,14.319444444444445
615.0,-0.027777777777777776,0.0
616.0,-0.125,0.0
617.0,0.2638888888888889,2.9027777777777777
618.0,31.166666666666668,85.91666666666667
619.0,-0.16666666666666666,0.0
620.0,-0.013888888888888888,0.0
621.0,0.9166666666666666,1.0
622.0,-0.013888888888888888,0.0
623.0,-0.041666666666666664,0.0
624.0,-0.013888888888888888,0.0
625.0,0.0,0.0
626.0,9.63888888888889,33.84722222222222
627.0,8.652777777777779,17.09722222222222
628.0,62.291666666666664,537.4166666666666
629.0,2.6805555555555554,3.0
630.0,2.5277777777777777,9.055555555555555
631.0,1.3472222222222223,8.194444444444445
632.0,0.0,0.0
633.0,-0.4305555555555556,0.0
635.0,6.152777777777778,14.26388888888889
636.0,-0.3472222222222222,0.0
637.0,-0.3333333333333333,0.0
638.0,0.0,0.0
639.0,-0.013888888888888888,0.0
640.0,1.6111111111111112,7.597222222222222
641.0,80.23611111111111,162.63888888888889
642.0,-0.3333333333333333,0.0
643.0,-0.7083333333333334,0.0
644.0,27.319444444444443,55.541666666666664
645.0,-0.3333333333333333,0.0
646.0,2.875,39.47222222222222
647.0,3.25,12.222222222222221
648.0,-0.041666666666666664,0.0
649.0,1.625,2.4722222222222223
650.0,0.0,0.0
651.0,24.625,60.25
652.0,-0.013888888888888888,0.0
653.0,0.0,0.0
654.0,0.0,0.0
655.0,0.0,0.0
656.0,-0.4861111111111111,0.0
657.0,-0.5,0.0
658.0,0.0,0.7777777777777778
659.0,-0.013888888888888888,0.0
660.0,16.86111111111111,25.625
661.0,97.66666666666667,183.26388888888889
662.0,15.26388888888889,44.31944444444444
663.0,-0.013888888888888888,0.0
